rank,movie_title,movie_year,normalized_title,scene_name,normalized_scene_id,timestamp,score,mentions,num_sources,description
245,Creed II,2018,creed-ii,Leading into the second fight (desert training + ring walk-ins),creed-ii--leading-into-second-fight,,1.173,1,1,"Rocky has Creed working out in the desert, then Drago and Creed do their walk-ins to the ring — feels like being in the arena; surround sound music effects."
246,El Camino: A Breaking Bad Movie,2019,el-camino-a-breaking-bad-movie,Aaron Paul in underground cage — voice from above,el-camino-a-breaking-bad-movie--underground-cage-voice-above,,1.173,1,1,Scene where Aaron Paul is in an underground cage and someone speaks from above — very convincing.
247,Eternals,2021,eternals,Talking to the Celestial,eternals--talking-to-celestial,,1.173,1,1,Scene where they talk to the Celestial — voice from above and echo around the room.
248,Ghost in the Shell,2017,ghost-in-the-shell-2017,Tank scene at the end,ghost-in-the-shell-2017--tank-scene-end,,1.173,1,1,Tank scene at the end of the film.
249,Harry Potter and the Sorcerer's Stone,2001,harry-potter-and-the-sorcerers-stone,Mail swirling around the room,harry-potter-and-the-sorcerers-stone--swirling-mail,,1.173,1,1,Mail swirling all around the room — feels like standing there with Harry.
250,King Arthur: Legend of the Sword,2017,king-arthur-legend-of-the-sword,Intro scene,king-arthur-legend-of-the-sword--intro,,1.173,1,1,Intro scene of King Arthur: Legend of the Sword.
251,Kong: Skull Island,2017,kong-skull-island,Second meeting with Kong,kong-skull-island--second-meeting-with-kong,,1.173,1,1,Second time we meet Kong — epic for both Atmos and LFE.
252,Lucy,2014,lucy-2014,Transition into USB stick,lucy-2014--usb-stick-transition,00:23:30,1.173,1,1,From 0:23:30 when Scarlett Johansson starts transitioning into a USB stick to 0:40:00 when she can intercept cell phone calls with her brain.
253,Man of Steel,2013,man-of-steel,Beginning (Krypton),man-of-steel--beginning-krypton,,1.173,1,1,The beginning of Man of Steel — Krypton sequence.
254,Pacific Rim,2013,pacific-rim,"First Gypsy Danger fight (vs Knifehead, opening)",pacific-rim--gypsy-vs-knifehead-opening,,1.173,1,1,First Gypsy Danger fight in the beginning was great — the opening Knifehead battle.
255,Ratatouille,2007,ratatouille,Shotgun in the house through escape to sewers,ratatouille--shotgun-house-to-sewer-escape,,1.173,1,1,The shotgun in the house near the beginning through to the escape into the sewers.
256,Space Sweepers,2021,space-sweepers,Nano-bot cloud attacks the ship,space-sweepers--nano-bot-cloud,,1.173,1,1,They end up in a cloud full of tiny nano-bots attacking the ship all over — Atmos all over the place.
257,Suspiria,1977,suspiria-1977,Opening credits through first murder,suspiria-1977--opening-and-first-murder,00:00:00,1.173,1,1,First 10 minutes — opening credits through the first murder scene. Synapse 4K (2019) release has a Dolby Atmos remix called 'demo-worthy'.
258,The Ballad of Songbirds and Snakes,2023,the-ballad-of-songbirds-and-snakes,Arena explosion,the-ballad-of-songbirds-and-snakes--arena-explosion,,1.173,1,1,Arena explosion scene: LFE from the explosion plus debris falling all around really highlights the height channels.
259,The Gorge,2025,the-gorge,Atmos scene ~21:30,the-gorge--scene-at-21m30s,00:21:30,1.173,1,1,Apple TV film with beeindruckende (impressive) Atmos scenes.
260,The Hunger Games,2012,the-hunger-games,Arena set on fire (Katniss),the-hunger-games--arena-set-on-fire,,1.173,1,1,First Hunger Games movie when they set the arena on fire to keep Katniss from getting to the edge.
261,The Old Guard,2020,the-old-guard,First firefight (~12 min mark),the-old-guard--first-firefight,00:12:00,1.173,1,1,First firefight scene around the 12-min mark on Netflix.
262,Thor: Ragnarok,2017,thor-ragnarok,Opening fight (~4:30),thor-ragnarok--opening-fight,00:04:30,1.173,1,1,Entire opening scene but especially the ~4:30 fight scene (IMAX Enhanced version).
263,Transformers: The Last Knight,2017,transformers-the-last-knight,Castle — Anthony Hopkins recalls ancient memories,transformers-the-last-knight--castle-memories,,1.173,1,1,Scene in the castle where Anthony Hopkins recalls ancient memories.
264,War Machine,2017,war-machine-2017,Scene near 1h 44m mark,war-machine-2017--scene-at-1h44m,01:43:40,1.173,1,1,From -1:44:00 to -1:43:40 (count-down timestamps in the comment).
265,A Quiet Place Part II,2021,a-quiet-place-part-ii,Scene at 1:00:50,a-quiet-place-part-ii--scene-at-1h00,01:00:50,1.000,1,1,Watch for about 8 minutes from 1:00:50 — tested for Rears & Bass.
266,Alien: Covenant,2017,alien-covenant,Alien jumps on top of the ship (end),alien-covenant--alien-on-top-of-ship,,1.000,1,1,"Near the end, when the Alien jumps on top of the ship — 'scared the hell out of me IRL'."
267,Ant-Man and The Wasp,2018,ant-man-and-the-wasp,Ghost foot stomps on the van,ant-man-and-the-wasp--ghost-foot-stomps-on-van,,1.000,1,1,During car chase: Ghost lands on the van and literally foot stomps overhead.
268,Black Hawk Down,2001,black-hawk-down,Flight to Mogadishu,black-hawk-down--flight-to-mogadishu,,1.000,1,1,The flight to Mogadishu.
269,Blue Beetle,2023,blue-beetle,Starting scene,blue-beetle--starting-scene,,1.000,1,1,OP's pick: 'Blue beetle starting scene'.
270,Candyman,2021,candyman-2021,Elevator scene — glass breaking from above,candyman-2021--elevator-glass-breaking,,1.000,1,1,Elevator scene has glass breaking from above — sounds incredible.
271,Godzilla vs Kong,2021,godzilla-vs-kong,Opening credits — narrator panning 360°,godzilla-vs-kong--opening-credits,,1.000,1,1,From the very start through the intro credits — narrator talking from above and panning around the room in 360°.
272,Greenland,2020,greenland,Molten debris on motorists near Canada border,greenland--molten-debris-on-motorists,,1.000,1,1,Small molten debris falling on motorist stuck on highway near Canada border.
273,Greyhound,2020,greyhound,Water-splashing multidirectional sound,greyhound--water-splashing,,1.000,1,1,Apple TV+ — great use of multidirectional speakers for sounds of water splashing.
274,Incredibles 2,2018,incredibles-2,Three kids in car alternate dimension,incredibles-2--kids-car-alternate-dimension,,1.000,1,1,3 kids sitting in a car and the baby whisks them to an alternate dimension — audio effect sounds like a tunnel moving past you.
275,IT,2017,it-2017,Opening scene (including WB logo),it-2017--opening-scene-with-wb-logo,,1.000,1,1,"Opening scene of IT, including the WB logo."
276,Jumanji: Welcome to the Jungle,2017,jumanji-welcome-to-the-jungle,Marketplace fight,jumanji-welcome-to-the-jungle--marketplace-fight,,1.000,1,1,Fight in the marketplace is really active.
277,Jurassic World,2015,jurassic-world-2015,Helicopter crash,jurassic-world-2015--helicopter-crash,,1.000,1,1,Helicopter crash scene — described as pretty amazing.
278,Jurassic World,2015,jurassic-world-2015,Pterodactyls attack,jurassic-world-2015--pterodactyls-attack,,1.000,1,1,Pterodactyls attack — described as pretty amazing.
279,Leave the World Behind,2023,leave-the-world-behind,Aeroplane and rain scene,leave-the-world-behind--aeroplane-and-rain,,1.000,1,1,Aeroplane and rain scene.
280,Pathaan,2023,pathaan,Initial fight — helicopter circling overhead,pathaan--initial-fight-helicopter,,1.000,1,1,Initial fight scenes with the helicopter circling overhead — on Amazon Prime.
281,Ready Player One,2018,ready-player-one,The Oasis Introduction,ready-player-one--oasis-introduction,,1.000,1,1,TOI has better surround than the Race; better for showing off surround vs the race's superior bass.
282,Sherlock: The Abominable Bride,2016,sherlock-the-abominable-bride,Her voice whizzes around overhead,sherlock-the-abominable-bride--whizzing-voice,,1.000,1,1,TV special: her voice is whizzing around and over the listener — creepy as hell and sounds great.
283,Smile 2,2024,smile-2,Ghost laughs from ceiling (last part),smile-2--ghost-laughs-from-ceiling,,1.000,1,1,OP's pick: 'last part where the ghost laughs from Ceiling'.
284,Spider-Man 2,2004,spider-man-2-2004,Car thrown through cafe window,spider-man-2-2004--car-through-cafe-window,,1.000,1,1,Car gets thrown through the cafe window — at reference volume made author hit the deck.
285,Spider-Man 2,2004,spider-man-2-2004,Train fight,spider-man-2-2004--train-fight,,1.000,1,1,The train fight.
286,Spider-Man: Into the Spider-Verse,2018,spider-man-into-the-spider-verse,Miles gets bitten by the spider,spider-man-into-the-spider-verse--miles-gets-bitten,,1.000,1,1,The effect when he touches the spider up until the explosion — an amazing demo scene; author has watched it 40 times.
287,Star Wars: Episode VII — The Force Awakens,2015,star-wars-the-force-awakens,Kylo Ren freezes the blaster shot,star-wars-the-force-awakens--kylo-ren-freezes-blaster,,1.000,1,1,Kylo Ren freezes the blaster shot and Rey gets moved towards him — feel the sound and direction of the frozen blaster shot.
288,Star Wars: Episode VII — The Force Awakens,2015,star-wars-the-force-awakens,X-wings and TIE fighters at ~1:16,star-wars-the-force-awakens--starkiller-aerial-battle,01:16:00,1.000,1,1,"At 1:16, sounds like x-wings and TIE fighters are actually above you."
289,Texas Chainsaw Massacre,2022,texas-chainsaw-massacre-2022,Leatherface searching the creaky floor above,texas-chainsaw-massacre-2022--leatherface-floor-above,,1.000,1,1,Leatherface searching on the creaky floor above in the newest Texas Chainsaw Massacre.
290,The Boogeyman,2023,the-boogeyman-2023,Opening scene,the-boogeyman-2023--opening-scene,,1.000,1,1,Most expansive and clearly purpose-built Atmos scenes to date; opening scene is terrifying.
291,The Hobbit: The Desolation of Smaug,2013,the-hobbit-the-desolation-of-smaug,Treasure room — Bilbo meets Smaug,the-hobbit-the-desolation-of-smaug--treasure-room,,1.000,1,1,"Treasure room scene where Bilbo meets Smaug — incredible dynamics, Smaug's voice produces 'multiple eargasms'."
292,The Lord of the Rings: The Fellowship of the Ring,2001,the-lord-of-the-rings-the-fellowship-of-the-ring,Dragon firework (Bilbo's birthday),the-lord-of-the-rings-the-fellowship-of-the-ring--dragon-firework,,1.000,1,1,LOTR part 1: dragon firework scene.
293,The Matrix,1999,the-matrix,Original Matrix opening scene,the-matrix--opening-scene,,1.000,1,1,The original Matrix opening scene — 'amazing'.
294,The Suicide Squad,2021,the-suicide-squad-2021,Starro's extensions before final battle,the-suicide-squad-2021--starros-extensions,,1.000,1,1,Right before the final battle: Starro's extensions are clearly heard from the overhead speakers with sound drowned out from the lower bed channels.
295,Zero Dark Thirty,2012,zero-dark-thirty,Bombing in Kabul,zero-dark-thirty--bombing-in-kabul,,1.000,1,1,The bombing in Kabul scene.
296,Zero Dark Thirty,2012,zero-dark-thirty,Raid,zero-dark-thirty--raid,,1.000,1,1,The raid sequence.
297,John Wick,2014,john-wick,Rain conversation with Marcus,john-wick--rain-conversation-with-marcus,00:05:00,0.362,1,1,Quiet dialogue with Marcus in the rain: height and surround speakers coalesce so raindrops fall around and above the listener — Atmos turning a dialogue scene immersive.
298,Angel Has Fallen,2019,angel-has-fallen,Jet fly-by,angel-has-fallen--jet-fly-by,00:23:17,0.350,1,1,Brief fighter-jet fly-by in a diagonal sweep from over the left shoulder to the front-right speaker — precise object-based trajectory cutting through the room.
299,The Fifth Element,1997,the-fifth-element,Flying car chase,the-fifth-element--flying-car-chase,00:35:55,0.325,1,1,Willis nose-dives the taxicab through the futuristic cityscape evading police; surrounds and overhead channels bring the vertical chaos to life — older film with a modern Atmos mix.
300,Iron Man 3,2013,iron-man-3,House Party Protocol,iron-man-3--house-party-protocol,01:42:00,0.312,1,1,"Final battle: Stark summons the Iron Legion; dozens of suits zip overhead and through surrounds, then 'Clean Slate Protocol' detonates them like a fireworks finale across every speaker."
301,Mulan,2020,mulan-2020,Voice in the rafters,mulan-2020--voice-in-the-rafters,01:23:00,0.300,1,1,"Villain's voice from a barn's upper rafters is placed in the front-left height speaker exactly matching his physical position — literal, almost gimmicky use of object placement."
302,Mission: Impossible - The Final Reckoning,2025,mission-impossible-the-final-reckoning,Osprey to ocean,mission-impossible-the-final-reckoning--osprey-to-ocean,01:05:20,0.275,1,1,Ethan Hunt transitions Osprey → ocean spray → underwater ambience in rapid sequence; showcases Atmos handling rapid environmental shifts.
303,13 Hours: The Secret Soldiers of Benghazi,2016,13-hours,Mortars,13-hours--mortars,01:58:00,0.250,1,1,Best of the movie.
304,A Quiet Place,2018,a-quiet-place,Opening Sequence,a-quiet-place--opening-sequence,,0.250,1,1,Silence becomes part of the design: faint environmental cues placed delicately around the listener; rustling leaves and soft footsteps hover above and behind.
305,A Quiet Place Part II,2021,a-quiet-place-part-ii,Opening Scene,a-quiet-place-part-ii--opening-scene,00:00:00,0.250,1,1,
306,Avatar: The Way of Water,2022,avatar-the-way-of-water,Final fight on the sinking ship,avatar-the-way-of-water--final-fight-sinking-ship,,0.250,1,1,Showcase for 3D sound on the sinking ship: water intrudes from all sides during the final fight.
307,Avatar: The Way of Water,2022,avatar-the-way-of-water,Whale hunt,avatar-the-way-of-water--whale-hunt,,0.250,1,1,Bonus pick: whale-hunt sequence — immersion and ambience demo.
308,Black Hawk Down,2001,black-hawk-down,Irene,black-hawk-down--irene,00:34:30,0.250,1,1,
309,Blade Runner 2049,2017,blade-runner-2049,Hologram Joi's Apartment,blade-runner-2049--hologram-jois-apartment,,0.250,1,1,Futuristic apartment with holographic visuals and ambient sounds; immersive cityscape audio from outside the apartment layers around the listener.
310,Blade Runner 2049,2017,blade-runner-2049,Wallace HQ holographic concert,blade-runner-2049--wallace-hq-holographic-concert,01:30:00,0.250,1,1,Scene in Wallace HQ with the holographic concert — particularly impressive Atmos demo of synth-driven score and rain ambience.
311,Dune,2021,dune-2021,Opening Scene,dune-2021--opening-scene,00:00:00,0.250,1,1,
312,Dune,2021,dune-2021,Ornithopter landing,dune-2021--ornithopter-landing,,0.250,1,1,Bonus pick: ornithopter landing — short demo for overhead-channel placement.
313,Dune: Part Two,2024,dune-part-two,First worm ride,dune-part-two--first-worm-ride,,0.250,1,1,"Paul's first sandworm ride right after the sandwalk: massive worm beneath the listener, wind overhead — pure Atmos magic."
314,Dune: Part Two,2024,dune-part-two,Sandwalk,dune-part-two--sandwalk,00:40:00,0.250,1,1,Paul learns to walk on the sand without rhythm: every step and rustle of sand is precisely placed — a masterpiece of subtle sound design.
315,Extraction 2,2023,extraction-2,Train Fight Scene,extraction-2--train-fight-scene,,0.250,1,1,Helicopter unloads a hail of bullets into Chris Hemsworth's cab on a runaway train; rear speakers light up as the soundfield is 'blown apart'.
316,Fury,2014,fury-2014,Blast,fury-2014--blast,01:14:00,0.250,1,1,
317,Fury,2014,fury-2014,Tank Battle,fury-2014--tank-battle,01:18:30,0.250,1,1,
318,Godzilla: King of the Monsters,2019,godzilla-king-of-the-monsters,Opening Credits,godzilla-king-of-the-monsters--opening-credits,00:00:00,0.250,1,1,Footsteps at the title sequence are recorded quite hot — a good LFE torture test.
319,John Wick,2014,john-wick,The Club Scene,john-wick--the-club-scene,,0.250,1,1,Referenced by Blu-ray chapter 9; no minute timestamp given by the source.
320,John Wick: Chapter 3 - Parabellum,2019,john-wick-chapter-3-parabellum,Shotgun Scene,john-wick-chapter-3-parabellum--shotgun-scene,01:38:00,0.250,1,1,Great use of Atmos and extremely realistic shotgun blasts — very good test for tactile response.
321,John Wick: Chapter 4,2023,john-wick-chapter-4,Berlin club scene,john-wick-chapter-4--berlin-club-scene,00:45:00,0.250,1,1,"Berlin club: pulsing techno beat from all sides, gunshots cut through the music precisely locatable, action moves seamlessly through the 3D soundfield as Wick fights through the crowd."
322,John Wick: Chapter 4,2023,john-wick-chapter-4,Osaka Battle,john-wick-chapter-4--osaka-battle,,0.250,1,1,"Arrows, footsteps and impacts placed with crisp precision across ceiling channels; soft ambient tones rise above while music blends smoothly with the movement."
323,John Wick: Chapter 4,2023,john-wick-chapter-4,Staircase fight,john-wick-chapter-4--staircase-fight,,0.250,1,1,Bonus pick: the Sacré-Cœur staircase fight — quick demo for action positioning.
324,Joker,2019,joker-2019,End Riot,joker-2019--end-riot,01:46:00,0.250,1,1,
325,Jumanji: Welcome to the Jungle,2017,jumanji-welcome-to-the-jungle,Helicopter,jumanji-welcome-to-the-jungle--helicopter,01:15:00,0.250,1,1,Helicopter blades inside the barn produce strong low-frequency demo material.
326,Jumanji: Welcome to the Jungle,2017,jumanji-welcome-to-the-jungle,Motorcycle chase and elephant,jumanji-welcome-to-the-jungle--motorcycle-chase-and-elephant,01:35:00,0.250,1,1,Immersion test; heavy elephant footsteps.
327,Jungle Cruise,2021,jungle-cruise,The Rapids,jungle-cruise--the-rapids,00:49:00,0.250,1,1,
328,Jungle Cruise,2021,jungle-cruise,Tiger breaks the glass,jungle-cruise--tiger-breaks-glass,,0.250,1,1,Tiger breaks the glass of water and roars — described as especially powerful sound effects.
329,Mad Max: Fury Road,2015,mad-max-fury-road,Fuel Drop Off,mad-max-fury-road--fuel-drop-off,00:50:00,0.250,1,1,"Combination of a powerful score, deep bass hits and action."
330,Mission Impossible: Fallout,2018,mission-impossible-fallout,Overpass conversation (Ch 1),mission-impossible-fallout--overpass-conversation,,0.250,1,1,Chapter 1: Cruise and Pegg talking beneath an overpass with cars driving overhead in both directions.
331,Mission Impossible: Fallout,2018,mission-impossible-fallout,Sewer gun battle (Ch 10),mission-impossible-fallout--sewer-gun-battle,,0.250,1,1,Chapter 10: gun battle in a sewer with fun overhead use.
332,Mission Impossible: Fallout,2018,mission-impossible-fallout,Traincar overhead + chase (Ch 7),mission-impossible-fallout--traincar-and-chase,,0.250,1,1,"Chapter 7: tense traincar passing right overhead, then a chase with wild alternation between left and right heights."
333,No Time to Die,2021,no-time-to-die,Forest Ambush,no-time-to-die--forest-ambush,,0.250,1,1,"Vehicles and echoing gunfire shift through the trees with atmospheric detail; subtle leaf rustle reinforces vertical space, engines drop in and out with directional accuracy in the fog."
334,Pet Sematary,2019,pet-sematary-2019,Ambient bells and Orinco trucks (Ch 1-3),pet-sematary-2019--ambient-bells-and-orinco-trucks,,0.250,1,1,"Chapters 1-3: ambient bells and whispering voices in the overheads, interrupted by Orinco trucks blowing by that excite the subwoofer — jump-scare moments."
335,Pet Sematary,2019,pet-sematary-2019,Attic with dumbwaiter tease (Ch 7),pet-sematary-2019--attic-with-dumbwaiter-tease,,0.250,1,1,Chapter 7: dream sequence with 'god's voice' narration gives way to terrifying attic noises and a Zelda dumbwaiter tease strictly from above.
336,Pet Sematary,2019,pet-sematary-2019,Dumbwaiter scenes begin (Ch 5),pet-sematary-2019--dumbwaiter-scenes-begin,,0.250,1,1,"Chapter 5: infamous dumbwaiter scenes start — whispering, walking and things falling from above."
337,Pet Sematary,2019,pet-sematary-2019,Entering the Pet Sematary (Ch 10),pet-sematary-2019--entering-the-pet-sematary,,0.250,1,1,"Chapter 10: Louis enters the Pet Sematary — whispers, screaming, wood cracking, bugs and wind crawl across the ceiling."
338,Pet Sematary,2019,pet-sematary-2019,Louis's dream sequence (Ch 4),pet-sematary-2019--louis-dream-sequence,,0.250,1,1,"Chapter 4: when Louis dreams, Atmos and surrounds kick into high gear with whispering ghosts, unsettling wind and knocking effects."
339,Pet Sematary,2019,pet-sematary-2019,Zelda's grand appearance (Ch 13),pet-sematary-2019--zelda-grand-appearance,,0.250,1,1,Chapter 13: Zelda appears — dumbwaiter squeals from above plus the creepy crawling ghost rendered insanely detailed across the ceiling.
340,Star Wars: Episode II — Attack of the Clones,2002,star-wars-attack-of-the-clones,Obi-Wan vs. Slave 1,star-wars-attack-of-the-clones--obi-wan-vs-slave-1,,0.250,1,1,Epic space dogfight between Obi-Wan and Jango Fett's Slave 1 — recommended in the 4K Dolby Atmos release.
341,The Conjuring 2,2016,the-conjuring-2,Bells and house torn apart (Ch 6),the-conjuring-2--bells-and-house-torn-apart,,0.250,1,1,"Chapter 6: bells ringing across the soundstage, house being torn apart chaotically in every speaker."
342,The Conjuring 2,2016,the-conjuring-2,Downpour and demon breathing (Ch 12 to end),the-conjuring-2--downpour-and-demon-breathing,,0.250,1,1,Chapter 12 to end: downpour and Ed's breathing in overheads; demon's grunting and breathing bounces all over the ceiling.
343,The Conjuring 2,2016,the-conjuring-2,Flooded basement (Ch 10),the-conjuring-2--flooded-basement,,0.250,1,1,"Chapter 10: sounds of a flooded basement, water everywhere, kids running around upstairs — author's standout Atmos moment."
344,The Conjuring 2,2016,the-conjuring-2,Footsteps overhead with cops (Ch 5),the-conjuring-2--footsteps-overhead-cops,,0.250,1,1,Chapter 5: footsteps overhead while cops poke around.
345,The Conjuring 2,2016,the-conjuring-2,Persistent rainstorm with thunder and lightning (Ch 8),the-conjuring-2--persistent-rainstorm,,0.250,1,1,Chapter 8: persistent rainstorm with thunder and lightning.
346,The Fifth Element,1997,the-fifth-element,It's Taking Shape,the-fifth-element--its-taking-shape,00:12:30,0.250,1,1,
347,The Girl in the Spider's Web,2018,the-girl-in-the-spiders-web,Sniper,the-girl-in-the-spiders-web--sniper,01:38:00,0.250,1,1,
348,The Greatest Showman,2017,the-greatest-showman,Opening,the-greatest-showman--opening,00:00:00,0.250,1,1,
349,The Greatest Showman,2017,the-greatest-showman,Song,the-greatest-showman--song-at-1h08m30s,01:08:30,0.250,1,1,
350,The Lord of the Rings: The Return of the King,2003,the-lord-of-the-rings-the-return-of-the-king,The Battle of Pelennor Fields,the-lord-of-the-rings-the-return-of-the-king--battle-of-pelennor-fields,,0.250,1,1,Rohirrim charge against the massive battle elephants (Mûmakil) with thousands of arrows flying through the battle — from the remastered 4K Atmos release.
351,Uncharted,2022,uncharted-2022,Ships,uncharted-2022--ships,01:35:00,0.250,1,1,
352,War of the Worlds,2005,war-of-the-worlds-2005,Car Run Away,war-of-the-worlds-2005--car-run-away,00:31:00,0.250,1,1,
353,War of the Worlds,2005,war-of-the-worlds-2005,Lightning Scene,war-of-the-worlds-2005--lightning-scene,00:15:00,0.250,1,1,
354,War of the Worlds,2005,war-of-the-worlds-2005,Pods Emerge,war-of-the-worlds-2005--pods-emerge,00:20:00,0.250,1,1,ULF — ultra-low-frequency emphasis.
